date,week_number,year,region,therapeutic_area,product,brand,trx,nrx,units,raw_region,raw_ta,raw_product,raw_brand,is_missing_categorical,parsed_date,iso_date,iso_year,iso_week,year_week,is_week_mismatch,clean_region,clean_therapeutic_area,clean_product,clean_brand,clean_trx,clean_nrx,clean_units,is_negative_trx,is_missing_numeric,is_nrx_gt_trx_error,is_duplicate,rejection_reason
2023/07/03,79,2023,,  Cardiology  ,Cardivex,Corvyx Pharma,286.2,78.8,918,,Cardiology,Cardivex,Corvyx Pharma,True,2023-07-03,2023-07-03,2023,27,2023-W27,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,286.2,78.8,918.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024-03-11,115,2024,Rajasthan,  Diabetes  ,Insulyn,,180.4,46.1,506,Rajasthan,Diabetes,Insulyn,,True,2024-03-11,2024-03-11,2024,11,2024-W11,False,Rajasthan,Diabetes,Insulyn,Unknown,180.4,46.1,506.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022-07-25,30,2022,,Diabetes,Metforal,Novanta Pharma,179.8,39.8,531,,Diabetes,Metforal,Novanta Pharma,True,2022-07-25,2022-07-25,2022,30,2022-W30,False,Unknown,Diabetes,Metforal,Novanta Pharma,179.8,39.8,531.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2022/03/07,10,2022,,DIABETES,Insulyn,Insulara Biotech,253.1,32.0,798,,DIABETES,Insulyn,Insulara Biotech,True,2022-03-07,2022-03-07,2022,10,2022-W10,False,Unknown,Diabetes,Insulyn,Insulara Biotech,253.1,32.0,798.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
24-Mar-2025,169,2025,  Kerala  ,  Diabetes  ,Insulyn,,212.3,42.9,721,Kerala,Diabetes,Insulyn,,True,2025-03-24,2025-03-24,2025,13,2025-W13,False,Kerala,Diabetes,Insulyn,Unknown,212.3,42.9,721.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
10/27/2025,200,2025,karnataka,DIABETES,Glucotend,,334.7,89.9,1065,karnataka,DIABETES,Glucotend,,True,2025-10-27,2025-10-27,2025,44,2025-W44,False,Karnataka,Diabetes,Glucotend,Unknown,334.7,89.9,1065.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023-05-08,71,2023,,DIABETES,Glucotend,Glucera Health,285.4,99.0,805,,DIABETES,Glucotend,Glucera Health,True,2023-05-08,2023-05-08,2023,19,2023-W19,False,Unknown,Diabetes,Glucotend,Glucera Health,285.4,99.0,805.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
07/22/2024,134,2024,Rajasthan,Respiratory,Respivan,,160.0,40.7,462,Rajasthan,Respiratory,Respivan,,True,2024-07-22,2024-07-22,2024,30,2024-W30,False,Rajasthan,Respiratory,Respivan,Unknown,160.0,40.7,462.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
17/04/2023,68,2023,Gujarat,  Respiratory  ,Respivan,,175.0,35.0,477,Gujarat,Respiratory,Respivan,,True,2023-04-17,2023-04-17,2023,16,2023-W16,False,Gujarat,Respiratory,Respivan,Unknown,175.0,35.0,477.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
02/28/2022,9,2022,,respiratory,Bronchel,Breathex Labs,248.3,51.2,696,,respiratory,Bronchel,Breathex Labs,True,2022-02-28,2022-02-28,2022,9,2022-W09,False,Unknown,Respiratory,Bronchel,Breathex Labs,248.3,51.2,696.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
23/09/2024,143,2024,Tamil Ndu,diabetes,Glucotend,,300.2,84.5,869,Tamil Ndu,diabetes,Glucotend,,True,2024-09-23,2024-09-23,2024,39,2024-W39,False,Tamil Nadu,Diabetes,Glucotend,Unknown,300.2,84.5,869.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2024/10/21,147,2024,GUJARAT,RESPIRATORY,Bronchel,,179.8,59.3,509,GUJARAT,RESPIRATORY,Bronchel,,True,2024-10-21,2024-10-21,2024,43,2024-W43,False,Gujarat,Respiratory,Bronchel,Unknown,179.8,59.3,509.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
24/06/2024,130,2024,Karnataka,Respiratory,Airovent,,75.6,15.6,240,Karnataka,Respiratory,Airovent,,True,2024-06-24,2024-06-24,2024,26,2024-W26,False,Karnataka,Respiratory,Airovent,Unknown,75.6,15.6,240.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
27-Jun-2022,26,2022,,RESPIRATORY,Bronchel,Breathex Labs,135.9,26.4,426,,RESPIRATORY,Bronchel,Breathex Labs,True,2022-06-27,2022-06-27,2022,26,2022-W26,False,Unknown,Respiratory,Bronchel,Breathex Labs,135.9,26.4,426.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
08/21/2023,86,2023,Rajasthan,respiratory,Respivan,,117.9,40.1,300,Rajasthan,respiratory,Respivan,,True,2023-08-21,2023-08-21,2023,34,2023-W34,False,Rajasthan,Respiratory,Respivan,Unknown,117.9,40.1,300.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
07/07/2025,184,2025,Andhra Pradesh,  Respiratory  ,Bronchel,,166.6,41.8,487,Andhra Pradesh,Respiratory,Bronchel,,True,2025-07-07,2025-07-07,2025,28,2025-W28,False,Andhra Pradesh,Respiratory,Bronchel,Unknown,166.6,41.8,487.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2025/07/14,185,2025,RAJASTHAN,cardiology,Cardivex,,151.2,34.1,441,RAJASTHAN,cardiology,Cardivex,,True,2025-07-14,2025-07-14,2025,29,2025-W29,False,Rajasthan,Cardiology,Cardivex,Unknown,151.2,34.1,441.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
10/28/2024,148,2024,  Rajasthan  ,  Respiratory  ,Airovent,,179.9,37.9,471,Rajasthan,Respiratory,Airovent,,True,2024-10-28,2024-10-28,2024,44,2024-W44,False,Rajasthan,Respiratory,Airovent,Unknown,179.9,37.9,471.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
03/18/2024,116,2024,,CARDIOLOGY,Cardivex,Corvyx Pharma,164.1,38.6,431,,CARDIOLOGY,Cardivex,Corvyx Pharma,True,2024-03-18,2024-03-18,2024,12,2024-W12,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,164.1,38.6,431.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
22-Dec-2025,208,2025,,CARDIOLOGY,Cardivex,Corvyx Pharma,74.8,24.8,248,,CARDIOLOGY,Cardivex,Corvyx Pharma,True,2025-12-22,2025-12-22,2025,52,2025-W52,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,74.8,24.8,248.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2025/05/19,177,2025,,cardiology,Cordamet,Meditrix Labs,369.6,102.3,957,,cardiology,Cordamet,Meditrix Labs,True,2025-05-19,2025-05-19,2025,21,2025-W21,False,Unknown,Cardiology,Cordamet,Meditrix Labs,369.6,102.3,957.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2025/08/18,190,2025,,CARDIOLOGY,Cardivex,Corvyx Pharma,167.6,42.2,442,,CARDIOLOGY,Cardivex,Corvyx Pharma,True,2025-08-18,2025-08-18,2025,34,2025-W34,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,167.6,42.2,442.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
11/09/2023,89,2023,Karnataka ,Cardiology,Vascolin,,240.3,78.9,809,Karnataka,Cardiology,Vascolin,,True,2023-09-11,2023-09-11,2023,37,2023-W37,False,Karnataka,Cardiology,Vascolin,Unknown,240.3,78.9,809.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
06-Feb-2023,58,2023,,  Diabetes  ,Glucotend,Glucera Health,177.2,56.0,501,,Diabetes,Glucotend,Glucera Health,True,2023-02-06,2023-02-06,2023,6,2023-W06,False,Unknown,Diabetes,Glucotend,Glucera Health,177.2,56.0,501.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
13-Jan-2025,159,2025,Karnataka ,  Diabetes  ,Glucotend,,290.0,94.8,732,Karnataka,Diabetes,Glucotend,,True,2025-01-13,2025-01-13,2025,3,2025-W03,False,Karnataka,Diabetes,Glucotend,Unknown,290.0,94.8,732.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
02/14/2022,7,2022,,cardiology,Cordamet,Meditrix Labs,156.1,40.2,496,,cardiology,Cordamet,Meditrix Labs,True,2022-02-14,2022-02-14,2022,7,2022-W07,False,Unknown,Cardiology,Cordamet,Meditrix Labs,156.1,40.2,496.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2025/06/16,181,2025,,DIABETES,Insulyn,Insulara Biotech,354.7,111.5,1064,,DIABETES,Insulyn,Insulara Biotech,True,2025-06-16,2025-06-16,2025,25,2025-W25,False,Unknown,Diabetes,Insulyn,Insulara Biotech,354.7,111.5,1064.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
24/07/2023,82,2023,AndhraPradesh,RESPIRATORY,Airovent,,115.1,24.5,320,AndhraPradesh,RESPIRATORY,Airovent,,True,2023-07-24,2023-07-24,2023,30,2023-W30,False,Andhra Pradesh,Respiratory,Airovent,Unknown,115.1,24.5,320.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
24-Jul-2023,82,2023,,Diabetes,Glucotend,Glucera Health,272.7,65.7,882,,Diabetes,Glucotend,Glucera Health,True,2023-07-24,2023-07-24,2023,30,2023-W30,False,Unknown,Diabetes,Glucotend,Glucera Health,272.7,65.7,882.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
12/25/2023,104,2023,MAHARASHTRA,CARDIOLOGY,Cordamet,,298.2,80.8,831,MAHARASHTRA,CARDIOLOGY,Cordamet,,True,2023-12-25,2023-12-25,2023,52,2023-W52,False,Maharashtra,Cardiology,Cordamet,Unknown,298.2,80.8,831.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
22/01/2024,108,2024,karnataka,  Cardiology  ,Vascolin,,269.6,71.4,792,karnataka,Cardiology,Vascolin,,True,2024-01-22,2024-01-22,2024,4,2024-W04,False,Karnataka,Cardiology,Vascolin,Unknown,269.6,71.4,792.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
18-Dec-2023,103,2023,Andhra Pradesh,Diabetes,Insulyn,,246.4,59.9,673,Andhra Pradesh,Diabetes,Insulyn,,True,2023-12-18,2023-12-18,2023,51,2023-W51,False,Andhra Pradesh,Diabetes,Insulyn,Unknown,246.4,59.9,673.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023/08/28,87,2023,,RESPIRATORY,Airovent,Pulmovia Therapeutics,130.0,36.4,369,,RESPIRATORY,Airovent,Pulmovia Therapeutics,True,2023-08-28,2023-08-28,2023,35,2023-W35,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,130.0,36.4,369.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
23-Dec-2024,156,2024,,Cardiology,Vascolin,Zenova Biosciences,324.0,59.5,833,,Cardiology,Vascolin,Zenova Biosciences,True,2024-12-23,2024-12-23,2024,52,2024-W52,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,324.0,59.5,833.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024-01-08,106,2024,,RESPIRATORY,Airovent,Pulmovia Therapeutics,199.8,52.7,551,,RESPIRATORY,Airovent,Pulmovia Therapeutics,True,2024-01-08,2024-01-08,2024,2,2024-W02,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,199.8,52.7,551.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2025/06/23,182,2025,tamil nadu,cardiology,Vascolin,,224.4,41.8,689,tamil nadu,cardiology,Vascolin,,True,2025-06-23,2025-06-23,2025,26,2025-W26,False,Tamil Nadu,Cardiology,Vascolin,Unknown,224.4,41.8,689.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
02/10/2025,163,2025,,  Cardiology  ,Vascolin,Zenova Biosciences,227.2,49.9,590,,Cardiology,Vascolin,Zenova Biosciences,True,2025-02-10,2025-02-10,2025,7,2025-W07,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,227.2,49.9,590.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2025/04/21,173,2025,,  Cardiology  ,Cordamet,Meditrix Labs,255.0,51.9,639,,Cardiology,Cordamet,Meditrix Labs,True,2025-04-21,2025-04-21,2025,17,2025-W17,False,Unknown,Cardiology,Cordamet,Meditrix Labs,255.0,51.9,639.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
10/02/2023,92,2023,WestBengal,  Diabetes  ,Insulyn,,237.6,68.7,737,WestBengal,Diabetes,Insulyn,,True,2023-10-02,2023-10-02,2023,40,2023-W40,False,West Bengal,Diabetes,Insulyn,Unknown,237.6,68.7,737.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023-08-28,87,2023,,diabetes,Glucotend,Glucera Health,180.4,51.5,461,,diabetes,Glucotend,Glucera Health,True,2023-08-28,2023-08-28,2023,35,2023-W35,False,Unknown,Diabetes,Glucotend,Glucera Health,180.4,51.5,461.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024/09/16,142,2024,,cardiology,Cordamet,Meditrix Labs,216.6,87.3,709,,cardiology,Cordamet,Meditrix Labs,True,2024-09-16,2024-09-16,2024,38,2024-W38,False,Unknown,Cardiology,Cordamet,Meditrix Labs,216.6,87.3,709.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024-11-25,152,2024,Kerala,Respiratory,Respivan,,83.5,17.4,222,Kerala,Respiratory,Respivan,,True,2024-11-25,2024-11-25,2024,48,2024-W48,False,Kerala,Respiratory,Respivan,Unknown,83.5,17.4,222.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
13-Mar-2023,63,2023,,CARDIOLOGY,Vascolin,Zenova Biosciences,193.1,35.0,554,,CARDIOLOGY,Vascolin,Zenova Biosciences,True,2023-03-13,2023-03-13,2023,11,2023-W11,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,193.1,35.0,554.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
10/07/2024,145,2024,,CARDIOLOGY,Cardivex,Corvyx Pharma,121.5,25.6,341,,CARDIOLOGY,Cardivex,Corvyx Pharma,True,2024-10-07,2024-10-07,2024,41,2024-W41,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,121.5,25.6,341.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
09/06/2025,180,2025,,Diabetes,Insulyn,Insulara Biotech,329.0,109.2,873,,Diabetes,Insulyn,Insulara Biotech,True,2025-06-09,2025-06-09,2025,24,2025-W24,False,Unknown,Diabetes,Insulyn,Insulara Biotech,329.0,109.2,873.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
01/12/2025,205,2025,MAHARASHTRA,CARDIOLOGY,Vascolin,,265.9,54.9,672,MAHARASHTRA,CARDIOLOGY,Vascolin,,True,2025-12-01,2025-12-01,2025,49,2025-W49,False,Maharashtra,Cardiology,Vascolin,Unknown,265.9,54.9,672.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
20/10/2025,199,2025,KERALA,CARDIOLOGY,Cardivex,,96.6,26.4,266,KERALA,CARDIOLOGY,Cardivex,,True,2025-10-20,2025-10-20,2025,43,2025-W43,False,Kerala,Cardiology,Cardivex,Unknown,96.6,26.4,266.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
26-Aug-2024,139,2024,  Andhra Pradesh  ,Respiratory,Bronchel,,169.4,45.9,478,Andhra Pradesh,Respiratory,Bronchel,,True,2024-08-26,2024-08-26,2024,35,2024-W35,False,Andhra Pradesh,Respiratory,Bronchel,Unknown,169.4,45.9,478.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023-04-24,69,2023,,CARDIOLOGY,Cardivex,Corvyx Pharma,127.9,39.9,364,,CARDIOLOGY,Cardivex,Corvyx Pharma,True,2023-04-24,2023-04-24,2023,17,2023-W17,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,127.9,39.9,364.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2023-11-06,97,2023,,  Diabetes  ,Metforal,Novanta Pharma,258.1,62.7,696,,Diabetes,Metforal,Novanta Pharma,True,2023-11-06,2023-11-06,2023,45,2023-W45,False,Unknown,Diabetes,Metforal,Novanta Pharma,258.1,62.7,696.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
14/11/2022,46,2022,  Telangana  ,Respiratory,Respivan,,99.8,28.6,303,Telangana,Respiratory,Respivan,,True,2022-11-14,2022-11-14,2022,46,2022-W46,False,Telangana,Respiratory,Respivan,Unknown,99.8,28.6,303.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
18-Aug-2025,190,2025,,respiratory,Bronchel,Breathex Labs,239.8,71.3,733,,respiratory,Bronchel,Breathex Labs,True,2025-08-18,2025-08-18,2025,34,2025-W34,False,Unknown,Respiratory,Bronchel,Breathex Labs,239.8,71.3,733.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
10/21/2024,147,2024,kerala,Respiratory,Bronchel,,,41.8,323,kerala,Respiratory,Bronchel,,True,2024-10-21,2024-10-21,2024,43,2024-W43,False,Kerala,Respiratory,Bronchel,Unknown,,41.8,323.0,False,True,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022-11-07,45,2022,Rajasthan,Respiratory,Respivan,,76.8,17.8,194,Rajasthan,Respiratory,Respivan,,True,2022-11-07,2022-11-07,2022,45,2022-W45,False,Rajasthan,Respiratory,Respivan,Unknown,76.8,17.8,194.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
01/31/2022,5,2022,,Respiratory,Bronchel,Breathex Labs,245.0,65.5,693,,Respiratory,Bronchel,Breathex Labs,True,2022-01-31,2022-01-31,2022,5,2022-W05,False,Unknown,Respiratory,Bronchel,Breathex Labs,245.0,65.5,693.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
09/11/2023,89,2023,,cardiology,Cordamet,Meditrix Labs,187.6,63.7,486,,cardiology,Cordamet,Meditrix Labs,True,2023-09-11,2023-09-11,2023,37,2023-W37,False,Unknown,Cardiology,Cordamet,Meditrix Labs,187.6,63.7,486.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
07/08/2023,84,2023,,Cardiology,Vascolin,Zenova Biosciences,184.0,39.9,524,,Cardiology,Vascolin,Zenova Biosciences,True,2023-08-07,2023-08-07,2023,32,2023-W32,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,184.0,39.9,524.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
05/22/2023,73,2023,,  Respiratory  ,Bronchel,Breathex Labs,160.9,46.8,487,,Respiratory,Bronchel,Breathex Labs,True,2023-05-22,2023-05-22,2023,21,2023-W21,False,Unknown,Respiratory,Bronchel,Breathex Labs,160.9,46.8,487.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
09/11/2023,89,2023,  Maharashtra  ,respiratory,Respivan,,223.2,72.4,585,Maharashtra,respiratory,Respivan,,True,2023-09-11,2023-09-11,2023,37,2023-W37,False,Maharashtra,Respiratory,Respivan,Unknown,223.2,72.4,585.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
11/08/2025,189,2025,,Cardiology,Cardivex,Corvyx Pharma,,29.3,376,,Cardiology,Cardivex,Corvyx Pharma,True,2025-08-11,2025-08-11,2025,33,2025-W33,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,,29.3,376.0,False,True,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
15/08/2022,33,2022,maharashtra,cardiology,Cordamet,,264.6,70.4,872,maharashtra,cardiology,Cordamet,,True,2022-08-15,2022-08-15,2022,33,2022-W33,False,Maharashtra,Cardiology,Cordamet,Unknown,264.6,70.4,872.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
27/10/2025,200,2025,WestBengal,  Diabetes  ,Metforal,,273.5,108.2,850,WestBengal,Diabetes,Metforal,,True,2025-10-27,2025-10-27,2025,44,2025-W44,False,West Bengal,Diabetes,Metforal,Unknown,273.5,108.2,850.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
03/04/2024,114,2024,,cardiology,Cardivex,Corvyx Pharma,160.9,45.4,485,,cardiology,Cardivex,Corvyx Pharma,True,2024-03-04,2024-03-04,2024,10,2024-W10,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,160.9,45.4,485.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2023/03/13,63,2023,,RESPIRATORY,Airovent,Pulmovia Therapeutics,163.2,54.9,541,,RESPIRATORY,Airovent,Pulmovia Therapeutics,True,2023-03-13,2023-03-13,2023,11,2023-W11,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,163.2,54.9,541.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024/07/29,135,2024,,diabetes,Glucotend,Glucera Health,211.1,33.5,658,,diabetes,Glucotend,Glucera Health,True,2024-07-29,2024-07-29,2024,31,2024-W31,False,Unknown,Diabetes,Glucotend,Glucera Health,211.1,33.5,658.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
05/06/2024,123,2024,,respiratory,Bronchel,Breathex Labs,285.9,45.7,930,,respiratory,Bronchel,Breathex Labs,True,2024-05-06,2024-05-06,2024,19,2024-W19,False,Unknown,Respiratory,Bronchel,Breathex Labs,285.9,45.7,930.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024-04-15,120,2024,  Maharashtra  ,Diabetes,Insulyn,,186.9,47.2,622,Maharashtra,Diabetes,Insulyn,,True,2024-04-15,2024-04-15,2024,16,2024-W16,False,Maharashtra,Diabetes,Insulyn,Unknown,186.9,47.2,622.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022/02/07,6,2022,Tamil Ndu,diabetes,Metforal,,195.6,42.5,655,Tamil Ndu,diabetes,Metforal,,True,2022-02-07,2022-02-07,2022,6,2022-W06,False,Tamil Nadu,Diabetes,Metforal,Unknown,195.6,42.5,655.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
08/18/2025,190,2025,,Diabetes,Glucotend,Glucera Health,218.7,43.1,676,,Diabetes,Glucotend,Glucera Health,True,2025-08-18,2025-08-18,2025,34,2025-W34,False,Unknown,Diabetes,Glucotend,Glucera Health,218.7,43.1,676.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
06/17/2024,129,2024,,  Cardiology  ,Vascolin,Zenova Biosciences,200.7,62.1,674,,Cardiology,Vascolin,Zenova Biosciences,True,2024-06-17,2024-06-17,2024,25,2024-W25,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,200.7,62.1,674.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
20-Jun-2022,25,2022,andhra pradesh,CARDIOLOGY,Cardivex,,241.3,39.8,611,andhra pradesh,CARDIOLOGY,Cardivex,,True,2022-06-20,2022-06-20,2022,25,2022-W25,False,Andhra Pradesh,Cardiology,Cardivex,Unknown,241.3,39.8,611.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
05/02/2022,18,2022,ANDHRA PRADESH,CARDIOLOGY,Vascolin,,198.5,45.2,542,ANDHRA PRADESH,CARDIOLOGY,Vascolin,,True,2022-05-02,2022-05-02,2022,18,2022-W18,False,Andhra Pradesh,Cardiology,Vascolin,Unknown,198.5,45.2,542.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2024/07/15,133,2024,,Cardiology,Cardivex,Corvyx Pharma,175.2,48.1,570,,Cardiology,Cardivex,Corvyx Pharma,True,2024-07-15,2024-07-15,2024,29,2024-W29,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,175.2,48.1,570.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
12/08/2025,206,2025,  Gujarat  ,Diabetes,Metforal,,163.8,20.0,511,Gujarat,Diabetes,Metforal,,True,2025-12-08,2025-12-08,2025,50,2025-W50,False,Gujarat,Diabetes,Metforal,Unknown,163.8,20.0,511.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
04/11/2024,149,2024,karnataka,RESPIRATORY,Respivan,,109.1,24.0,353,karnataka,RESPIRATORY,Respivan,,True,2024-11-04,2024-11-04,2024,45,2024-W45,False,Karnataka,Respiratory,Respivan,Unknown,109.1,24.0,353.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
07/14/2025,185,2025,,DIABETES,Glucotend,Glucera Health,335.2,81.0,922,,DIABETES,Glucotend,Glucera Health,True,2025-07-14,2025-07-14,2025,29,2025-W29,False,Unknown,Diabetes,Glucotend,Glucera Health,335.2,81.0,922.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
26/12/2022,52,2022,,DIABETES,Metforal,Novanta Pharma,261.2,71.6,705,,DIABETES,Metforal,Novanta Pharma,True,2022-12-26,2022-12-26,2022,52,2022-W52,False,Unknown,Diabetes,Metforal,Novanta Pharma,261.2,71.6,705.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
23-Sep-2024,143,2024,andhra pradesh,diabetes,Insulyn,,264.4,66.1,757,andhra pradesh,diabetes,Insulyn,,True,2024-09-23,2024-09-23,2024,39,2024-W39,False,Andhra Pradesh,Diabetes,Insulyn,Unknown,264.4,66.1,757.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
12/06/2023,76,2023,,  Respiratory  ,Bronchel,Breathex Labs,235.8,32.5,696,,Respiratory,Bronchel,Breathex Labs,True,2023-06-12,2023-06-12,2023,24,2023-W24,False,Unknown,Respiratory,Bronchel,Breathex Labs,235.8,32.5,696.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024-08-19,138,2024,kerala,  Respiratory  ,Airovent,,103.5,31.2,291,kerala,Respiratory,Airovent,,True,2024-08-19,2024-08-19,2024,34,2024-W34,False,Kerala,Respiratory,Airovent,Unknown,103.5,31.2,291.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
